symbol,date,open,high,low,close,volume,adjusted
META,2013-01-02,27.440000534057617,28.18000030517578,27.420000076293945,28,69846400,28
META,2013-01-03,27.8799991607666,28.469999313354492,27.59000015258789,27.770000457763672,63140600,27.770000457763672
META,2013-01-04,28.010000228881836,28.93000030517578,27.829999923706055,28.760000228881836,72715400,28.760000228881836
META,2013-01-07,28.690000534057617,29.790000915527344,28.649999618530273,29.420000076293945,83781800,29.420000076293945
META,2013-01-08,29.510000228881836,29.600000381469727,28.860000610351562,29.059999465942383,45871300,29.059999465942383
META,2013-01-09,29.670000076293945,30.600000381469727,29.489999771118164,30.59000015258789,104787700,30.59000015258789
META,2013-01-10,30.600000381469727,31.450000762939453,30.280000686645508,31.299999237060547,95316400,31.299999237060547
META,2013-01-11,31.280000686645508,31.959999084472656,31.100000381469727,31.719999313354492,89598000,31.719999313354492
META,2013-01-14,32.08000183105469,32.209999084472656,30.6200008392334,30.950000762939453,98892800,30.950000762939453
META,2013-01-15,30.639999389648438,31.709999084472656,29.8799991607666,30.100000381469727,173242600,30.100000381469727
META,2013-01-16,30.209999084472656,30.350000381469727,29.530000686645508,29.850000381469727,75332700,29.850000381469727
META,2013-01-17,30.079999923706055,30.420000076293945,30.030000686645508,30.139999389648438,40256700,30.139999389648438
META,2013-01-18,30.309999465942383,30.440000534057617,29.270000457763672,29.65999984741211,49631500,29.65999984741211
META,2013-01-22,29.75,30.889999389648438,29.739999771118164,30.729999542236328,55243300,30.729999542236328
META,2013-01-23,31.100000381469727,31.5,30.799999237060547,30.81999969482422,48899800,30.81999969482422
META,2013-01-24,31.270000457763672,31.489999771118164,30.809999465942383,31.079999923706055,43845100,31.079999923706055
META,2013-01-25,31.40999984741211,31.93000030517578,31.1299991607666,31.540000915527344,54363600,31.540000915527344
META,2013-01-28,31.8799991607666,32.5099983215332,31.809999465942383,32.470001220703125,59682500,32.470001220703125
META,2013-01-29,32,32.06999969482422,30.709999084472656,30.790000915527344,72976500,30.790000915527344
META,2013-01-30,30.979999542236328,31.489999771118164,30.8799991607666,31.239999771118164,87682100,31.239999771118164
META,2013-01-31,29.149999618530273,31.469999313354492,28.739999771118164,30.979999542236328,190744900,30.979999542236328
META,2013-02-01,31.010000228881836,31.020000457763672,29.6299991607666,29.729999542236328,85856700,29.729999542236328
META,2013-02-04,29.059999465942383,29.200000762939453,28.010000228881836,28.110000610351562,92362200,28.110000610351562
META,2013-02-05,28.260000228881836,28.959999084472656,28.040000915527344,28.639999389648438,47948200,28.639999389648438
META,2013-02-06,28.739999771118164,29.290000915527344,28.65999984741211,29.049999237060547,38375900,29.049999237060547
META,2013-02-07,29.110000610351562,29.149999618530273,28.270000457763672,28.649999618530273,34540100,28.649999618530273
META,2013-02-08,28.889999389648438,29.170000076293945,28.510000228881836,28.549999237060547,37708800,28.549999237060547
META,2013-02-11,28.610000610351562,28.68000030517578,28.040000915527344,28.260000228881836,37361800,28.260000228881836
META,2013-02-12,27.670000076293945,28.15999984741211,27.100000381469727,27.3700008392334,93498700,27.3700008392334
META,2013-02-13,27.360000610351562,28.31999969482422,27.309999465942383,27.90999984741211,50164000,27.90999984741211
META,2013-02-14,28.020000457763672,28.6299991607666,28.010000228881836,28.5,35615800,28.5
META,2013-02-15,28.520000457763672,28.75,28.09000015258789,28.31999969482422,33109300,28.31999969482422
